id,product_id,order_id,movement_type,quantity,stock_before,stock_after,reason,created_by,created_at
3684,111,1348,sale,-1,,-6,,,2025-10-12 13:00:45.725477
3685,104,1349,sale,-1,,-12,,,2025-10-12 13:00:45.725477
3686,107,1350,sale,-1,,-7,,,2025-10-12 13:00:45.725477
3687,110,1351,sale,-5,,-8,,,2025-10-12 13:00:45.725477
3688,108,1352,sale,-10,,-67,,,2025-10-12 13:00:45.725477
44,22,29,sale,-1,,123,,,2025-10-07 00:02:14.391780
45,14,30,sale,-1,,109,,,2025-10-07 00:02:15.698346
46,26,31,sale,-2,,344,,,2025-10-07 00:02:16.992988
47,26,32,sale,-1,,343,,,2025-10-07 00:02:18.183894
48,26,33,sale,-1,,342,,,2025-10-07 00:02:19.111283
49,7,34,sale,-4,,232,,,2025-10-07 00:02:20.466497
50,26,35,sale,-1,,341,,,2025-10-07 00:02:21.724904
51,11,36,sale,-1,,107,,,2025-10-07 00:02:22.983270
52,8,37,sale,-1,,229,,,2025-10-07 00:02:24.185680
53,9,38,sale,-4,,469,,,2025-10-07 00:02:25.412424
54,14,39,sale,-1,,108,,,2025-10-07 00:02:26.642513
55,,40,sale,-2,,,,,2025-10-12 12:40:16.067916
56,,41,sale,-2,,,,,2025-10-12 12:40:17.358895
57,,41,sale,-2,,,,,2025-10-12 12:40:17.358895
58,,41,sale,-2,,,,,2025-10-12 12:40:17.358895
59,,42,sale,-1,,,,,2025-10-12 12:40:18.974599
60,,42,sale,-1,,,,,2025-10-12 12:40:18.974599
61,,42,sale,-1,,,,,2025-10-12 12:40:18.974599
62,,43,sale,-3,,,,,2025-10-12 12:40:20.556950
63,,44,sale,-1,,,,,2025-10-12 12:40:23.608397
64,,44,sale,-1,,,,,2025-10-12 12:40:23.608397
65,,44,sale,-1,,,,,2025-10-12 12:40:23.608397
66,,44,sale,-1,,,,,2025-10-12 12:40:23.608397
67,,45,sale,-1,,,,,2025-10-12 12:40:26.731699
68,,45,sale,-1,,,,,2025-10-12 12:40:26.731699
69,,46,sale,-3,,,,,2025-10-12 12:40:28.163716
70,,46,sale,-2,,,,,2025-10-12 12:40:28.163716
71,,47,sale,-1,,,,,2025-10-12 12:40:29.596432
72,,47,sale,-1,,,,,2025-10-12 12:40:29.596432
73,,47,sale,-2,,,,,2025-10-12 12:40:29.596432
74,,48,sale,-1,,,,,2025-10-12 12:40:31.190708
75,,48,sale,-1,,,,,2025-10-12 12:40:31.190708
76,,48,sale,-1,,,,,2025-10-12 12:40:31.190708
77,,48,sale,-1,,,,,2025-10-12 12:40:31.190708
78,,48,sale,-1,,,,,2025-10-12 12:40:31.190708
79,,49,sale,-10,,,,,2025-10-12 12:40:33.093431
80,,50,sale,-8,,,,,2025-10-12 12:40:34.286631
81,,50,sale,-1,,,,,2025-10-12 12:40:34.286631
82,,51,sale,-2,,,,,2025-10-12 12:40:35.655268
83,,51,sale,-1,,,,,2025-10-12 12:40:35.655268
84,,52,sale,-8,,,,,2025-10-12 12:40:37.057376
85,,53,sale,-1,,,,,2025-10-12 12:40:38.243731
86,,53,sale,-1,,,,,2025-10-12 12:40:38.243731
87,,54,sale,-1,,,,,2025-10-12 12:40:39.585964
88,,55,sale,-4,,,,,2025-10-12 12:40:40.800773
89,,55,sale,-5,,,,,2025-10-12 12:40:40.800773
90,,56,sale,-1,,,,,2025-10-12 12:40:42.188149
91,,57,sale,-1,,,,,2025-10-12 12:40:43.424779
92,,57,sale,-1,,,,,2025-10-12 12:40:43.424779
93,,58,sale,-1,,,,,2025-10-12 12:40:44.823783
94,,58,sale,-1,,,,,2025-10-12 12:40:44.823783
95,,58,sale,-1,,,,,2025-10-12 12:40:44.823783
96,,58,sale,-1,,,,,2025-10-12 12:40:44.823783
97,,58,sale,-1,,,,,2025-10-12 12:40:44.823783
98,,59,sale,-4,,,,,2025-10-12 12:40:46.756637
99,,59,sale,-2,,,,,2025-10-12 12:40:46.756637
100,,60,sale,-1,,,,,2025-10-12 12:40:48.160532
101,,60,sale,-1,,,,,2025-10-12 12:40:48.160532
102,,60,sale,-1,,,,,2025-10-12 12:40:48.160532
103,,60,sale,-1,,,,,2025-10-12 12:40:48.160532
104,,60,sale,-4,,,,,2025-10-12 12:40:48.160532
105,,61,sale,-1,,,,,2025-10-12 12:40:50.161543
106,,61,sale,-1,,,,,2025-10-12 12:40:50.161543
107,,62,sale,-1,,,,,2025-10-12 12:40:51.625367
108,,62,sale,-1,,,,,2025-10-12 12:40:51.625367
109,,62,sale,-1,,,,,2025-10-12 12:40:51.625367
110,,63,sale,-1,,,,,2025-10-12 12:40:53.257198
111,,63,sale,-1,,,,,2025-10-12 12:40:53.257198
112,,64,sale,-4,,,,,2025-10-12 12:40:54.656215
113,,65,sale,-60,,,,,2025-10-12 12:40:55.868964
114,,66,sale,-1,,,,,2025-10-12 12:40:57.091493
115,,66,sale,-1,,,,,2025-10-12 12:40:57.091493
116,,66,sale,-1,,,,,2025-10-12 12:40:57.091493
117,,66,sale,-2,,,,,2025-10-12 12:40:57.091493
118,,67,sale,-1,,,,,2025-10-12 12:40:58.836452
119,,67,sale,-1,,,,,2025-10-12 12:40:58.836452
120,,68,sale,-1,,,,,2025-10-12 12:40:59.875891
121,,68,sale,-1,,,,,2025-10-12 12:40:59.875891
122,,68,sale,-1,,,,,2025-10-12 12:40:59.875891
123,,68,sale,-1,,,,,2025-10-12 12:40:59.875891
124,,68,sale,-1,,,,,2025-10-12 12:40:59.875891
125,,68,sale,-1,,,,,2025-10-12 12:40:59.875891
126,,68,sale,-1,,,,,2025-10-12 12:40:59.875891
127,,68,sale,-1,,,,,2025-10-12 12:40:59.875891
128,,69,sale,-4,,,,,2025-10-12 12:41:02.506178
129,,70,sale,-1,,,,,2025-10-12 12:41:03.738978
130,,70,sale,-3,,,,,2025-10-12 12:41:03.738978
131,,71,sale,-2,,,,,2025-10-12 12:41:05.151760
132,,71,sale,-2,,,,,2025-10-12 12:41:05.151760
133,,71,sale,-1,,,,,2025-10-12 12:41:05.151760
134,,71,sale,-1,,,,,2025-10-12 12:41:05.151760
135,,72,sale,-1,,,,,2025-10-12 12:41:06.954224
136,,72,sale,-1,,,,,2025-10-12 12:41:06.954224
137,,72,sale,-1,,,,,2025-10-12 12:41:06.954224
138,,72,sale,-1,,,,,2025-10-12 12:41:06.954224
139,,72,sale,-1,,,,,2025-10-12 12:41:06.954224
140,,73,sale,-6,,,,,2025-10-12 12:41:08.887729
141,,73,sale,-6,,,,,2025-10-12 12:41:08.887729
142,,73,sale,-6,,,,,2025-10-12 12:41:08.887729
143,,73,sale,-6,,,,,2025-10-12 12:41:08.887729
144,,73,sale,-1,,,,,2025-10-12 12:41:08.887729
145,,73,sale,-1,,,,,2025-10-12 12:41:08.887729
146,,73,sale,-1,,,,,2025-10-12 12:41:08.887729
147,,73,sale,-1,,,,,2025-10-12 12:41:08.887729
148,,74,sale,-2,,,,,2025-10-12 12:41:11.367860
149,,75,sale,-4,,,,,2025-10-12 12:41:12.635853
150,,76,sale,-2,,,,,2025-10-12 12:41:13.493118
151,,76,sale,-2,,,,,2025-10-12 12:41:13.493118
152,,76,sale,-1,,,,,2025-10-12 12:41:13.493118
153,,76,sale,-1,,,,,2025-10-12 12:41:13.493118
154,,77,sale,-1,,,,,2025-10-12 12:41:15.351449
155,,77,sale,-1,,,,,2025-10-12 12:41:15.351449
156,,77,sale,-2,,,,,2025-10-12 12:41:15.351449
157,,78,sale,-2,,,,,2025-10-12 12:41:16.937790
158,,78,sale,-2,,,,,2025-10-12 12:41:16.937790
159,,78,sale,-2,,,,,2025-10-12 12:41:16.937790
160,,78,sale,-2,,,,,2025-10-12 12:41:16.937790
161,,79,sale,-1,,,,,2025-10-12 12:41:18.689060
162,,79,sale,-1,,,,,2025-10-12 12:41:18.689060
163,,79,sale,-1,,,,,2025-10-12 12:41:18.689060
164,,79,sale,-2,,,,,2025-10-12 12:41:18.689060
165,,79,sale,-1,,,,,2025-10-12 12:41:18.689060
166,,79,sale,-1,,,,,2025-10-12 12:41:18.689060
167,,80,sale,-1,,,,,2025-10-12 12:41:20.818532
168,,80,sale,-1,,,,,2025-10-12 12:41:20.818532
169,,80,sale,-2,,,,,2025-10-12 12:41:20.818532
170,,80,sale,-1,,,,,2025-10-12 12:41:20.818532
171,,80,sale,-1,,,,,2025-10-12 12:41:20.818532
172,,81,sale,-3,,,,,2025-10-12 12:41:22.464179
173,,82,sale,-1,,,,,2025-10-12 12:41:23.833022
174,,83,sale,-2,,,,,2025-10-12 12:41:25.059333
175,,83,sale,-8,,,,,2025-10-12 12:41:25.059333
176,,84,sale,-2,,,,,2025-10-12 12:41:26.442692
177,,84,sale,-4,,,,,2025-10-12 12:41:26.442692
178,,84,sale,-2,,,,,2025-10-12 12:41:26.442692
179,,84,sale,-4,,,,,2025-10-12 12:41:26.442692
180,,84,sale,-1,,,,,2025-10-12 12:41:26.442692
181,,84,sale,-1,,,,,2025-10-12 12:41:26.442692
182,,84,sale,-1,,,,,2025-10-12 12:41:26.442692
183,,84,sale,-1,,,,,2025-10-12 12:41:26.442692
184,,85,sale,-1,,,,,2025-10-12 12:41:28.945586
185,,85,sale,-1,,,,,2025-10-12 12:41:28.945586
186,,85,sale,-2,,,,,2025-10-12 12:41:28.945586
187,,85,sale,-2,,,,,2025-10-12 12:41:28.945586
188,,86,sale,-2,,,,,2025-10-12 12:41:30.322138
189,,86,sale,-20,,,,,2025-10-12 12:41:30.322138
190,,87,sale,-1,,,,,2025-10-12 12:41:31.872459
191,,87,sale,-1,,,,,2025-10-12 12:41:31.872459
192,,87,sale,-1,,,,,2025-10-12 12:41:31.872459
193,,87,sale,-1,,,,,2025-10-12 12:41:31.872459
194,,87,sale,-1,,,,,2025-10-12 12:41:31.872459
195,,87,sale,-1,,,,,2025-10-12 12:41:31.872459
196,,88,sale,-1,,,,,2025-10-12 12:41:33.972895
197,,88,sale,-1,,,,,2025-10-12 12:41:33.972895
198,,88,sale,-2,,,,,2025-10-12 12:41:33.972895
199,,88,sale,-1,,,,,2025-10-12 12:41:33.972895
200,,88,sale,-1,,,,,2025-10-12 12:41:33.972895
201,,88,sale,-2,,,,,2025-10-12 12:41:33.972895
202,,89,sale,-1,,,,,2025-10-12 12:41:36.091162
203,,89,sale,-2,,,,,2025-10-12 12:41:36.091162
204,9,90,sale,-1,,468,,,2025-10-12 12:41:37.463602
205,31,90,sale,-1,,468,,,2025-10-12 12:41:37.463602
206,12,90,sale,-1,,439,,,2025-10-12 12:41:37.463602
207,31,91,sale,-3,,465,,,2025-10-12 12:41:39.051111
208,31,92,sale,-10,,455,,,2025-10-12 12:41:39.899352
209,31,93,sale,-6,,449,,,2025-10-12 12:41:41.253187
210,11,93,sale,-3,,104,,,2025-10-12 12:41:41.253187
211,14,93,sale,-3,,105,,,2025-10-12 12:41:41.253187
212,26,94,sale,-1,,340,,,2025-10-12 12:41:42.835435
213,32,94,sale,-1,,247,,,2025-10-12 12:41:42.835435
214,12,94,sale,-3,,436,,,2025-10-12 12:41:42.835435
215,31,95,sale,-1,,448,,,2025-10-12 12:41:44.450528
216,20,95,sale,-2,,457,,,2025-10-12 12:41:44.450528
217,22,95,sale,-1,,122,,,2025-10-12 12:41:44.450528
218,14,96,sale,-3,,102,,,2025-10-12 12:41:46.027302
219,30,97,sale,-1,,325,,,2025-10-12 12:41:47.254705
220,19,97,sale,-1,,71,,,2025-10-12 12:41:47.254705
221,12,97,sale,-1,,435,,,2025-10-12 12:41:47.254705
222,22,97,sale,-1,,121,,,2025-10-12 12:41:47.254705
223,31,97,sale,-2,,446,,,2025-10-12 12:41:47.254705
224,13,98,sale,-1,,399,,,2025-10-12 12:41:49.161524
225,12,98,sale,-1,,434,,,2025-10-12 12:41:49.161524
226,14,98,sale,-2,,100,,,2025-10-12 12:41:49.161524
227,26,99,sale,-1,,339,,,2025-10-12 12:41:50.758966
228,28,99,sale,-1,,276,,,2025-10-12 12:41:50.758966
229,14,99,sale,-2,,98,,,2025-10-12 12:41:50.758966
230,13,100,sale,-1,,398,,,2025-10-12 12:41:52.321722
231,30,100,sale,-1,,324,,,2025-10-12 12:41:52.321722
232,26,100,sale,-6,,333,,,2025-10-12 12:41:52.321722
233,28,101,sale,-3,,273,,,2025-10-12 12:41:53.884799
234,26,101,sale,-3,,330,,,2025-10-12 12:41:53.884799
235,19,102,sale,-4,,67,,,2025-10-12 12:41:54.894631
236,8,103,sale,-2,,227,,,2025-10-12 12:41:56.242653
237,19,104,sale,-1,,66,,,2025-10-12 12:41:57.511936
238,26,104,sale,-2,,328,,,2025-10-12 12:41:57.511936
239,14,104,sale,-1,,97,,,2025-10-12 12:41:57.511936
240,26,105,sale,-1,,327,,,2025-10-12 12:41:59.120534
241,28,105,sale,-1,,272,,,2025-10-12 12:41:59.120534
242,30,105,sale,-1,,323,,,2025-10-12 12:41:59.120534
243,9,106,sale,-1,,467,,,2025-10-12 12:42:00.693199
244,31,106,sale,-1,,445,,,2025-10-12 12:42:00.693199
245,14,106,sale,-1,,96,,,2025-10-12 12:42:00.693199
246,32,107,sale,-1,,246,,,2025-10-12 12:42:01.939202
247,32,108,sale,-1,,245,,,2025-10-12 12:42:02.957466
248,31,109,sale,-3,,442,,,2025-10-12 12:42:03.980045
249,11,109,sale,-2,,102,,,2025-10-12 12:42:03.980045
250,28,110,sale,-2,,270,,,2025-10-12 12:42:05.499495
251,,110,sale,-2,,,,,2025-10-12 12:42:05.499495
252,30,110,sale,-1,,322,,,2025-10-12 12:42:05.499495
253,31,111,sale,-10,,432,,,2025-10-12 12:42:07.134408
254,14,112,sale,-2,,94,,,2025-10-12 12:42:08.351718
255,31,112,sale,-2,,430,,,2025-10-12 12:42:08.351718
256,20,112,sale,-2,,455,,,2025-10-12 12:42:08.351718
257,9,112,sale,-2,,465,,,2025-10-12 12:42:08.351718
258,32,113,sale,-1,,244,,,2025-10-12 12:42:09.761298
259,32,114,sale,-1,,243,,,2025-10-12 12:42:10.777738
260,,115,sale,-2,,,,,2025-10-12 12:42:12.172022
261,,116,sale,-2,,,,,2025-10-12 12:42:13.405161
262,,117,sale,-3,,,,,2025-10-12 12:42:14.607928
263,,117,sale,-2,,,,,2025-10-12 12:42:14.607928
264,,117,sale,-2,,,,,2025-10-12 12:42:14.607928
265,,117,sale,-2,,,,,2025-10-12 12:42:14.607928
266,,118,sale,-20,,,,,2025-10-12 12:42:15.957086
267,,118,sale,-20,,,,,2025-10-12 12:42:15.957086
268,,119,sale,-1,,,,,2025-10-12 12:42:17.460634
269,,119,sale,-1,,,,,2025-10-12 12:42:17.460634
270,,119,sale,-1,,,,,2025-10-12 12:42:17.460634
271,,119,sale,-1,,,,,2025-10-12 12:42:17.460634
272,,120,sale,-1,,,,,2025-10-12 12:42:19.181630
273,,120,sale,-1,,,,,2025-10-12 12:42:19.181630
274,,121,sale,-3,,,,,2025-10-12 12:42:20.214167
275,,122,sale,-1,,,,,2025-10-12 12:42:21.554725
276,,123,sale,-1,,,,,2025-10-12 12:42:22.742735
277,,123,sale,-1,,,,,2025-10-12 12:42:22.742735
278,,123,sale,-1,,,,,2025-10-12 12:42:22.742735
279,,124,sale,-1,,,,,2025-10-12 12:42:24.327952
280,,124,sale,-1,,,,,2025-10-12 12:42:24.327952
281,,124,sale,-4,,,,,2025-10-12 12:42:24.327952
282,,124,sale,-1,,,,,2025-10-12 12:42:24.327952
283,,125,sale,-1,,,,,2025-10-12 12:42:25.765717
284,,125,sale,-1,,,,,2025-10-12 12:42:25.765717
285,,126,sale,-1,,,,,2025-10-12 12:42:27.312712
286,,126,sale,-1,,,,,2025-10-12 12:42:27.312712
287,,126,sale,-2,,,,,2025-10-12 12:42:27.312712
288,,126,sale,-1,,,,,2025-10-12 12:42:27.312712
289,,127,sale,-3,,,,,2025-10-12 12:42:29.103214
290,,127,sale,-1,,,,,2025-10-12 12:42:29.103214
291,,128,sale,-1,,,,,2025-10-12 12:42:30.546708
292,,128,sale,-1,,,,,2025-10-12 12:42:30.546708
293,,128,sale,-1,,,,,2025-10-12 12:42:30.546708
294,,128,sale,-1,,,,,2025-10-12 12:42:30.546708
295,,129,sale,-11,,,,,2025-10-12 12:42:32.362717
296,,130,sale,-1,,,,,2025-10-12 12:42:33.580651
297,,130,sale,-2,,,,,2025-10-12 12:42:33.580651
298,,131,sale,-2,,,,,2025-10-12 12:42:34.967126
299,,131,sale,-1,,,,,2025-10-12 12:42:34.967126
300,,132,sale,-1,,,,,2025-10-12 12:42:36.338227
301,,132,sale,-2,,,,,2025-10-12 12:42:36.338227
302,,133,sale,-2,,,,,2025-10-12 12:42:37.379278
303,,133,sale,-1,,,,,2025-10-12 12:42:37.379278
304,,134,sale,-2,,,,,2025-10-12 12:42:38.476412
305,,135,sale,-1,,,,,2025-10-12 12:42:39.798602
306,,135,sale,-1,,,,,2025-10-12 12:42:39.798602
307,,135,sale,-4,,,,,2025-10-12 12:42:39.798602
308,,136,sale,-20,,,,,2025-10-12 12:42:41.357131
309,,137,sale,-1,,,,,2025-10-12 12:42:42.564742
310,,137,sale,-1,,,,,2025-10-12 12:42:42.564742
311,,137,sale,-1,,,,,2025-10-12 12:42:42.564742
312,,137,sale,-1,,,,,2025-10-12 12:42:42.564742
313,28,138,sale,-2,,268,,,2025-10-12 12:42:44.308675
314,26,138,sale,-2,,325,,,2025-10-12 12:42:44.308675
315,8,138,sale,-3,,224,,,2025-10-12 12:42:44.308675
316,7,138,sale,-3,,229,,,2025-10-12 12:42:44.308675
317,23,138,sale,-3,,259,,,2025-10-12 12:42:44.308675
318,19,139,sale,-4,,62,,,2025-10-12 12:42:45.889645
319,31,140,sale,-1,,429,,,2025-10-12 12:42:47.249800
320,11,140,sale,-1,,101,,,2025-10-12 12:42:47.249800
321,22,141,sale,-1,,120,,,2025-10-12 12:42:48.300670
322,31,141,sale,-3,,426,,,2025-10-12 12:42:48.300670
323,11,142,sale,-1,,100,,,2025-10-12 12:42:49.816123
324,28,142,sale,-2,,266,,,2025-10-12 12:42:49.816123
325,27,142,sale,-2,,518,,,2025-10-12 12:42:49.816123
326,,142,sale,-2,,,,,2025-10-12 12:42:49.816123
327,23,143,sale,-3,,256,,,2025-10-12 12:42:51.600663
328,30,144,sale,-1,,321,,,2025-10-12 12:42:52.771690
329,20,144,sale,-1,,454,,,2025-10-12 12:42:52.771690
330,11,144,sale,-1,,99,,,2025-10-12 12:42:52.771690
331,31,144,sale,-1,,425,,,2025-10-12 12:42:52.771690
332,12,144,sale,-1,,433,,,2025-10-12 12:42:52.771690
333,26,145,sale,-2,,323,,,2025-10-12 12:42:54.668217
334,,145,sale,-2,,,,,2025-10-12 12:42:54.668217
335,30,145,sale,-2,,319,,,2025-10-12 12:42:54.668217
336,12,145,sale,-3,,430,,,2025-10-12 12:42:54.668217
337,12,146,sale,-2,,428,,,2025-10-12 12:42:56.386912
338,31,146,sale,-2,,423,,,2025-10-12 12:42:56.386912
339,9,146,sale,-2,,463,,,2025-10-12 12:42:56.386912
340,12,147,sale,-1,,427,,,2025-10-12 12:42:57.917844
341,20,147,sale,-2,,452,,,2025-10-12 12:42:57.917844
342,31,147,sale,-1,,422,,,2025-10-12 12:42:57.917844
343,12,148,sale,-1,,426,,,2025-10-12 12:42:59.499318
344,9,148,sale,-4,,459,,,2025-10-12 12:42:59.499318
345,7,149,sale,-2,,227,,,2025-10-12 12:43:00.953922
346,13,150,sale,-2,,396,,,2025-10-12 12:43:02.183308
347,21,150,sale,-2,,530,,,2025-10-12 12:43:02.183308
348,31,150,sale,-2,,420,,,2025-10-12 12:43:02.183308
349,23,151,sale,-1,,255,,,2025-10-12 12:43:03.762741
350,31,151,sale,-1,,419,,,2025-10-12 12:43:03.762741
351,9,151,sale,-1,,458,,,2025-10-12 12:43:03.762741
352,23,152,sale,-1,,254,,,2025-10-12 12:43:05.347870
353,7,152,sale,-1,,226,,,2025-10-12 12:43:05.347870
354,22,152,sale,-1,,119,,,2025-10-12 12:43:05.347870
355,20,153,sale,-1,,451,,,2025-10-12 12:43:06.961178
356,31,153,sale,-1,,418,,,2025-10-12 12:43:06.961178
357,12,153,sale,-1,,425,,,2025-10-12 12:43:06.961178
358,26,153,sale,-2,,321,,,2025-10-12 12:43:06.961178
359,28,153,sale,-2,,264,,,2025-10-12 12:43:06.961178
360,24,153,sale,-1,,259,,,2025-10-12 12:43:06.961178
361,19,154,sale,-2,,60,,,2025-10-12 12:43:09.087638
362,,154,sale,-1,,,,,2025-10-12 12:43:09.087638
363,30,154,sale,-1,,318,,,2025-10-12 12:43:09.087638
364,27,154,sale,-1,,517,,,2025-10-12 12:43:09.087638
365,26,154,sale,-1,,320,,,2025-10-12 12:43:09.087638
366,,155,sale,-4,,,,,2025-10-12 12:43:10.972188
367,14,155,sale,-1,,93,,,2025-10-12 12:43:10.972188
368,11,155,sale,-1,,98,,,2025-10-12 12:43:10.972188
369,31,155,sale,-2,,416,,,2025-10-12 12:43:10.972188
370,26,156,sale,-5,,315,,,2025-10-12 12:43:12.401599
371,19,156,sale,-1,,59,,,2025-10-12 12:43:12.401599
372,10,157,sale,-2,,448,,,2025-10-12 12:43:13.929794
373,11,157,sale,-1,,97,,,2025-10-12 12:43:13.929794
374,24,160,sale,-1,,258,,,2025-10-12 12:55:54.368280
375,22,160,sale,-1,,118,,,2025-10-12 12:55:54.368280
376,26,161,sale,-1,,314,,,2025-10-12 12:55:54.368280
377,28,161,sale,-2,,262,,,2025-10-12 12:55:54.368280
378,29,161,sale,-2,,3,,,2025-10-12 12:55:54.368280
379,7,161,sale,-1,,225,,,2025-10-12 12:55:54.368280
380,28,162,sale,-1,,261,,,2025-10-12 12:55:54.368280
381,26,162,sale,-1,,313,,,2025-10-12 12:55:54.368280
382,11,162,sale,-1,,96,,,2025-10-12 12:55:54.368280
383,19,162,sale,-1,,58,,,2025-10-12 12:55:54.368280
384,7,162,sale,-2,,223,,,2025-10-12 12:55:54.368280
385,22,163,sale,-2,,116,,,2025-10-12 12:55:54.368280
386,24,164,sale,-1,,257,,,2025-10-12 12:55:54.368280
387,29,164,sale,-1,,2,,,2025-10-12 12:55:54.368280
388,28,164,sale,-1,,260,,,2025-10-12 12:55:54.368280
389,23,164,sale,-1,,253,,,2025-10-12 12:55:54.368280
390,19,164,sale,-1,,57,,,2025-10-12 12:55:54.368280
391,9,164,sale,-1,,457,,,2025-10-12 12:55:54.368280
392,20,165,sale,-1,,450,,,2025-10-12 12:55:54.368280
393,9,165,sale,-1,,456,,,2025-10-12 12:55:54.368280
394,31,165,sale,-1,,415,,,2025-10-12 12:55:54.368280
395,26,166,sale,-1,,312,,,2025-10-12 12:55:54.368280
396,31,166,sale,-1,,414,,,2025-10-12 12:55:54.368280
397,11,166,sale,-1,,95,,,2025-10-12 12:55:54.368280
398,14,166,sale,-1,,92,,,2025-10-12 12:55:54.368280
399,19,167,sale,-1,,56,,,2025-10-12 12:55:54.368280
400,14,167,sale,-1,,91,,,2025-10-12 12:55:54.368280
401,26,167,sale,-1,,311,,,2025-10-12 12:55:54.368280
402,14,168,sale,-1,,90,,,2025-10-12 12:55:54.368280
403,20,169,sale,-1,,449,,,2025-10-12 12:55:54.368280
404,31,169,sale,-1,,413,,,2025-10-12 12:55:54.368280
405,12,169,sale,-1,,424,,,2025-10-12 12:55:54.368280
406,23,170,sale,-1,,252,,,2025-10-12 12:55:54.368280
407,26,170,sale,-1,,310,,,2025-10-12 12:55:54.368280
408,30,170,sale,-1,,317,,,2025-10-12 12:55:54.368280
409,31,170,sale,-2,,411,,,2025-10-12 12:55:54.368280
410,30,171,sale,-1,,316,,,2025-10-12 12:55:54.368280
411,29,171,sale,-1,,1,,,2025-10-12 12:55:54.368280
412,28,171,sale,-1,,259,,,2025-10-12 12:55:54.368280
413,9,172,sale,-1,,455,,,2025-10-12 12:55:54.368280
414,20,172,sale,-1,,448,,,2025-10-12 12:55:54.368280
415,31,172,sale,-8,,403,,,2025-10-12 12:55:54.368280
416,24,173,sale,-1,,256,,,2025-10-12 12:55:54.368280
417,26,173,sale,-3,,307,,,2025-10-12 12:55:54.368280
418,31,173,sale,-1,,402,,,2025-10-12 12:55:54.368280
419,14,173,sale,-1,,89,,,2025-10-12 12:55:54.368280
420,26,174,sale,-1,,306,,,2025-10-12 12:55:54.368280
421,31,174,sale,-1,,401,,,2025-10-12 12:55:54.368280
422,12,174,sale,-1,,423,,,2025-10-12 12:55:54.368280
423,9,174,sale,-1,,454,,,2025-10-12 12:55:54.368280
424,31,175,sale,-1,,400,,,2025-10-12 12:55:54.368280
425,9,175,sale,-1,,453,,,2025-10-12 12:55:54.368280
426,26,175,sale,-2,,304,,,2025-10-12 12:55:54.368280
427,12,175,sale,-1,,422,,,2025-10-12 12:55:54.368280
428,7,176,sale,-1,,222,,,2025-10-12 12:55:54.368280
429,12,176,sale,-1,,421,,,2025-10-12 12:55:54.368280
430,9,176,sale,-1,,452,,,2025-10-12 12:55:54.368280
431,20,176,sale,-1,,447,,,2025-10-12 12:55:54.368280
432,32,177,sale,-30,,213,,,2025-10-12 12:55:54.368280
