id,alert_type,severity,related_entity_type,related_entity_id,title,message,is_resolved,resolved_at,resolved_by,created_at
15,low_stock,warning,product,57,Stock bajo: Crackers Keto Sal de Mar Individual 25 gr,El producto Crackers Keto Sal de Mar Individual 25 gr tiene solo -9 unidades,False,,,2025-10-12 12:55:54.368280
16,low_stock,warning,product,57,Stock bajo: Crackers Keto Sal de Mar Individual 25 gr,El producto Crackers Keto Sal de Mar Individual 25 gr tiene solo -11 unidades,False,,,2025-10-12 12:55:54.368280
17,low_stock,warning,product,29,Stock bajo: Crackers Keto Cúrcuma 135 grs,El producto Crackers Keto Cúrcuma 135 grs tiene solo -10 unidades,False,,,2025-10-12 12:55:54.368280
18,low_stock,warning,product,29,Stock bajo: Crackers Keto Cúrcuma 135 grs,El producto Crackers Keto Cúrcuma 135 grs tiene solo -11 unidades,False,,,2025-10-12 12:55:54.368280
19,low_stock,warning,product,29,Stock bajo: Crackers Keto Cúrcuma 135 grs,El producto Crackers Keto Cúrcuma 135 grs tiene solo -13 unidades,False,,,2025-10-12 12:55:54.368280
20,low_stock,warning,product,29,Stock bajo: Crackers Keto Cúrcuma 135 grs,El producto Crackers Keto Cúrcuma 135 grs tiene solo -14 unidades,False,,,2025-10-12 12:57:22.266474
21,low_stock,warning,product,57,Stock bajo: Crackers Keto Sal de Mar Individual 25 gr,El producto Crackers Keto Sal de Mar Individual 25 gr tiene solo -16 unidades,False,,,2025-10-12 12:57:22.266474
22,low_stock,warning,product,29,Stock bajo: Crackers Keto Cúrcuma 135 grs,El producto Crackers Keto Cúrcuma 135 grs tiene solo -19 unidades,False,,,2025-10-12 12:57:22.266474
23,low_stock,warning,product,29,Stock bajo: Crackers Keto Cúrcuma 135 grs,El producto Crackers Keto Cúrcuma 135 grs tiene solo -20 unidades,False,,,2025-10-12 12:57:22.266474
24,low_stock,warning,product,58,Stock bajo: Pack Día de la Mamá - Edición Limitada,El producto Pack Día de la Mamá - Edición Limitada tiene solo -1 unidades,False,,,2025-10-12 12:57:22.266474
25,low_stock,warning,product,29,Stock bajo: Crackers Keto Cúrcuma 135 grs,El producto Crackers Keto Cúrcuma 135 grs tiene solo -21 unidades,False,,,2025-10-12 12:57:22.266474
26,low_stock,warning,product,58,Stock bajo: Pack Día de la Mamá - Edición Limitada,El producto Pack Día de la Mamá - Edición Limitada tiene solo -3 unidades,False,,,2025-10-12 12:57:22.266474
27,low_stock,warning,product,58,Stock bajo: Pack Día de la Mamá - Edición Limitada,El producto Pack Día de la Mamá - Edición Limitada tiene solo -5 unidades,False,,,2025-10-12 12:57:22.266474
28,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -1 unidades,False,,,2025-10-12 13:00:03.810290
29,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -3 unidades,False,,,2025-10-12 13:00:03.810290
30,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -1 unidades,False,,,2025-10-12 13:00:03.810290
31,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -3 unidades,False,,,2025-10-12 13:00:03.810290
32,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -8 unidades,False,,,2025-10-12 13:00:03.810290
33,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -4 unidades,False,,,2025-10-12 13:00:03.810290
34,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -5 unidades,False,,,2025-10-12 13:00:03.810290
35,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -6 unidades,False,,,2025-10-12 13:00:03.810290
36,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -18 unidades,False,,,2025-10-12 13:00:03.810290
37,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -7 unidades,False,,,2025-10-12 13:00:03.810290
38,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -33 unidades,False,,,2025-10-12 13:00:03.810290
39,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -38 unidades,False,,,2025-10-12 13:00:03.810290
40,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -52 unidades,False,,,2025-10-12 13:00:03.810290
41,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -9 unidades,False,,,2025-10-12 13:00:03.810290
42,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -10 unidades,False,,,2025-10-12 13:00:03.810290
43,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -11 unidades,False,,,2025-10-12 13:00:03.810290
44,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -12 unidades,False,,,2025-10-12 13:00:03.810290
45,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -13 unidades,False,,,2025-10-12 13:00:03.810290
46,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -15 unidades,False,,,2025-10-12 13:00:03.810290
47,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -17 unidades,False,,,2025-10-12 13:00:03.810290
48,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -18 unidades,False,,,2025-10-12 13:00:03.810290
49,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -19 unidades,False,,,2025-10-12 13:00:03.810290
50,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -20 unidades,False,,,2025-10-12 13:00:03.810290
51,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -22 unidades,False,,,2025-10-12 13:00:03.810290
52,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -23 unidades,False,,,2025-10-12 13:00:03.810290
53,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -24 unidades,False,,,2025-10-12 13:00:03.810290
54,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -56 unidades,False,,,2025-10-12 13:00:03.810290
55,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -25 unidades,False,,,2025-10-12 13:00:03.810290
56,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -27 unidades,False,,,2025-10-12 13:00:03.810290
57,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -28 unidades,False,,,2025-10-12 13:00:03.810290
58,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -29 unidades,False,,,2025-10-12 13:00:03.810290
59,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -58 unidades,False,,,2025-10-12 13:00:03.810290
60,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -30 unidades,False,,,2025-10-12 13:00:03.810290
61,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -33 unidades,False,,,2025-10-12 13:00:03.810290
62,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -34 unidades,False,,,2025-10-12 13:00:03.810290
63,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -36 unidades,False,,,2025-10-12 13:00:03.810290
64,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -37 unidades,False,,,2025-10-12 13:00:03.810290
65,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -38 unidades,False,,,2025-10-12 13:00:03.810290
66,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -40 unidades,False,,,2025-10-12 13:00:03.810290
67,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -42 unidades,False,,,2025-10-12 13:00:03.810290
68,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -43 unidades,False,,,2025-10-12 13:00:03.810290
69,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -44 unidades,False,,,2025-10-12 13:00:03.810290
70,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -64 unidades,False,,,2025-10-12 13:00:03.810290
71,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -45 unidades,False,,,2025-10-12 13:00:03.810290
72,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -47 unidades,False,,,2025-10-12 13:00:03.810290
73,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -48 unidades,False,,,2025-10-12 13:00:03.810290
74,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -50 unidades,False,,,2025-10-12 13:00:03.810290
75,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -51 unidades,False,,,2025-10-12 13:00:03.810290
76,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -52 unidades,False,,,2025-10-12 13:00:03.810290
77,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -68 unidades,False,,,2025-10-12 13:00:03.810290
78,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -53 unidades,False,,,2025-10-12 13:00:03.810290
79,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -54 unidades,False,,,2025-10-12 13:00:03.810290
80,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -55 unidades,False,,,2025-10-12 13:00:03.810290
81,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -56 unidades,False,,,2025-10-12 13:00:03.810290
82,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -57 unidades,False,,,2025-10-12 13:00:03.810290
83,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -58 unidades,False,,,2025-10-12 13:00:03.810290
84,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -59 unidades,False,,,2025-10-12 13:00:03.810290
85,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -61 unidades,False,,,2025-10-12 13:00:03.810290
86,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -64 unidades,False,,,2025-10-12 13:00:03.810290
87,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -70 unidades,False,,,2025-10-12 13:00:03.810290
88,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -71 unidades,False,,,2025-10-12 13:00:03.810290
89,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -73 unidades,False,,,2025-10-12 13:00:03.810290
90,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -74 unidades,False,,,2025-10-12 13:00:03.810290
91,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -75 unidades,False,,,2025-10-12 13:00:03.810290
92,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -78 unidades,False,,,2025-10-12 13:00:03.810290
93,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -79 unidades,False,,,2025-10-12 13:00:03.810290
94,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -80 unidades,False,,,2025-10-12 13:00:03.810290
95,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -81 unidades,False,,,2025-10-12 13:00:03.810290
96,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -82 unidades,False,,,2025-10-12 13:00:03.810290
97,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -83 unidades,False,,,2025-10-12 13:00:03.810290
98,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -84 unidades,False,,,2025-10-12 13:00:03.810290
99,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -79 unidades,False,,,2025-10-12 13:00:03.810290
100,low_stock,warning,product,36,Stock bajo: Pack Keeper x 10 Edición especial Pioneros,El producto Pack Keeper x 10 Edición especial Pioneros tiene solo -85 unidades,False,,,2025-10-12 13:00:03.810290
101,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -89 unidades,False,,,2025-10-12 13:00:03.810290
102,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -104 unidades,False,,,2025-10-12 13:00:03.810290
103,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -115 unidades,False,,,2025-10-12 13:00:03.810290
104,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -124 unidades,False,,,2025-10-12 13:00:03.810290
105,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -154 unidades,False,,,2025-10-12 13:00:03.810290
106,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -164 unidades,False,,,2025-10-12 13:00:03.810290
107,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -172 unidades,False,,,2025-10-12 13:00:03.810290
108,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -180 unidades,False,,,2025-10-12 13:00:03.810290
109,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -184 unidades,False,,,2025-10-12 13:00:03.810290
110,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -194 unidades,False,,,2025-10-12 13:00:03.810290
111,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -207 unidades,False,,,2025-10-12 13:00:03.810290
112,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -220 unidades,False,,,2025-10-12 13:00:03.810290
113,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -230 unidades,False,,,2025-10-12 13:00:03.810290
114,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -234 unidades,False,,,2025-10-12 13:00:03.810290
115,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -236 unidades,False,,,2025-10-12 13:00:03.810290
116,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -242 unidades,False,,,2025-10-12 13:00:03.810290
117,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -258 unidades,False,,,2025-10-12 13:00:03.810290
118,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -262 unidades,False,,,2025-10-12 13:00:03.810290
119,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -268 unidades,False,,,2025-10-12 13:00:03.810290
120,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -276 unidades,False,,,2025-10-12 13:00:03.810290
121,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -280 unidades,False,,,2025-10-12 13:00:03.810290
122,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -292 unidades,False,,,2025-10-12 13:00:03.810290
123,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -302 unidades,False,,,2025-10-12 13:00:03.810290
124,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -308 unidades,False,,,2025-10-12 13:00:03.810290
125,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -313 unidades,False,,,2025-10-12 13:00:03.810290
126,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -323 unidades,False,,,2025-10-12 13:00:03.810290
127,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -334 unidades,False,,,2025-10-12 13:00:03.810290
128,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -339 unidades,False,,,2025-10-12 13:00:03.810290
129,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -344 unidades,False,,,2025-10-12 13:00:03.810290
130,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -348 unidades,False,,,2025-10-12 13:00:03.810290
131,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -358 unidades,False,,,2025-10-12 13:00:03.810290
132,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -378 unidades,False,,,2025-10-12 13:00:03.810290
133,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -388 unidades,False,,,2025-10-12 13:00:03.810290
134,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -396 unidades,False,,,2025-10-12 13:00:03.810290
135,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -400 unidades,False,,,2025-10-12 13:00:03.810290
136,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -410 unidades,False,,,2025-10-12 13:00:03.810290
137,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -440 unidades,False,,,2025-10-12 13:00:03.810290
138,low_stock,warning,product,33,Stock bajo: Keeper Chocolate Maní 30 gr - 1 unidad,El producto Keeper Chocolate Maní 30 gr - 1 unidad tiene solo -444 unidades,False,,,2025-10-12 13:00:03.810290
